0,0
0,3
0,1
1,2
0,0
1,2
0,1
1,1
0,0
1,0
3,2
0,1
4,0
5,0
2,2
0,1
1,0
1,1
1,1
2,1
2,2
5,7
1,4
2,2
4,3
1,2
0,1
10,1
0,0
1,0
1,1
0,1
0,1
1,1
1,1
5,1
1,0
1,0
1,1
2,1
0,1
1,0
0,2
3,1
1,0
3,1
2,0
1,3
2,1
4,0
1,2
2,0
3,1
1,1
0,2
0,0
1,1
2,3
1,1
1,2
27,1
1,0
1,2
1,17
1,2
2,0
2,2
0,1
1,5
1,0
1,0
1,1
5,0
0,4
0,0
1,0
0,1
2,0
1,1
1,0
0,0
1,2
1,2
1,3
0,2
1,3
0,1
0,0
20,4
3,0
0,3
1,2
1,0
0,0
1,4
1,1
1,0
4,2
0,4
1,1
0,1
0,2
1,4
1,2
1,0
0,4
1,2
1,2
2,2
0,1
1,0
0,1
0,1
1,1
0,1
2,1
0,1
11,1
1,0
2,2
1,2
2,0
4,4
1,0
1,1
1,1
0,2
2,1
2,1
1,1
2,2
0,0
1,1
0,1
0,1
1,7
2,1
0,2
0,0
1,2
1,1
0,5
1,4
1,2
0,0
0,1
2,1
9,0
3,0
1,1
4,2
1,0
1,7
1,0
0,3
0,1
1,3
0,1
2,2
2,1
6,1
2,1
2,0
1,1
2,4
1,2
1,1
4,0
1,11
2,7
1,0
0,0
3,2
1,20
0,0
2,1
2,1
1,1
2,2
1,2
2,0
0,2
0,2
2,3
2,1
0,1
1,2
1,2
1,1
1,0
1,0
1,2
0,1
3,1
0,0
1,4
1,1
1,1
4,1
0,11
1,1
1,1
0,2
2,3
0,1
0,0
0,1
1,1
0,0
4,2
2,2
2,2
1,1
0,1
0,2
1,1
1,1
1,0
2,1
1,1
1,1
1,1
2,1
12,3
1,14
0,1
2,1
0,1
0,5
0,1
1,1
1,0
1,1
1,1
1,0
1,0
3,1
2,1
3,0
1,3
5,1
2,1
0,1
0,0
0,0
3,5
4,3
0,0
1,0
1,3
1,1
1,0
1,1
1,1
1,3
1,1
0,1
2,1
1,2
2,1
1,2
3,0
1,3
2,0
0,4
0,2
1,3
0,0
1,2
2,1
0,2
6,1
0,1
0,0
2,2
1,0
0,9
1,1
0,0
1,1
7,3
1,1
0,5
1,0
0,1
0,1
0,1
0,1
1,4
2,0
1,6
4,1
0,4
1,1
0,1
1,1
1,5
1,1
0,0
2,0
1,1
1,1
1,1
0,2
8,1
2,0
2,1
0,1
5,0
1,2
1,1
0,1
4,2
4,2
1,1
0,2
0,1
2,1
0,4
5,1
2,0
0,2
0,1
0,2
0,1
0,0
0,0
1,0
1,1
0,0
1,1
0,4
3,1
5,1
0,2
1,8
0,3
1,1
0,1
1,2
2,11
3,2
0,1
5,2
0,0
0,0
1,1
0,2
0,2
0,2
0,0
0,1
2,1
6,0
0,12
0,1
1,1
1,2
0,0
1,0
1,2
1,1
1,1
3,0
2,0
0,1
1,0
2,1
2,0
1,1
2,0
2,1
0,0
14,1
0,0
1,0
13,2
1,4
1,0
2,3
1,1
1,1
1,2
1,0
1,0
5,2
2,2
1,1
1,0
2,1
0,1
7,11
1,18
4,0
1,1
4,2
11,2
1,1
6,3
2,2
5,2
0,1
1,1
1,3
1,1
0,1
1,2
1,1
3,0
1,2
1,3
1,0
1,0
1,5
0,0
1,2
2,1
5,0
3,1
0,3
2,1
0,1
0,1
0,3
1,0
5,2
3,8
6,0
2,1
0,1
1,0
2,1
1,2
2,4
1,2
0,1
2,1
2,1
0,0
0,1
1,3
0,0
1,3
1,3
0,0
1,1
1,0
1,0
1,0
0,1
2,1
2,1
0,6
0,1
0,5
4,4
1,0
1,1
1,1
4,1
1,2
0,0
1,0
0,0
1,2
1,1
2,1
2,3
3,1
3,0
1,2
2,1
2,1
1,1
0,1
2,5
1,1
3,2
1,1
0,3
1,1
1,1
3,1
2,1
1,1
1,0
6,1
2,3
1,1
1,1
1,3
0,1
2,0
0,1
2,0
0,1
1,0
2,2
2,1
0,1
6,2
0,0
2,1
0,4
0,0
2,1
0,2
1,0
1,0
0,1
0,0
2,2
0,0
1,0
0,4
3,0
0,2
2,1
0,1
1,1
1,3
2,1
0,0
2,1
1,51
0,6
1,1
2,0
1,0
1,2
4,9
0,0
0,0
3,11
1,1
1,1
2,2
0,1
0,1
2,2
1,2
5,0
1,1
1,0
4,1
1,1
3,0
6,1
0,5
1,2
1,2
0,1
3,0
9,1
2,3
2,1
4,0
0,1
0,2
4,1
1,1
2,1
0,1
1,0
3,1
2,1
3,2
0,1
14,0
3,1
12,20
0,0
3,0
1,3
2,1
9,4
3,0
0,0
1,1
1,1
1,2
1,2
3,3
2,0
1,1
1,2
4,0
1,3
1,2
1,1
1,1
4,2
0,1
0,0
1,2
3,1
0,1
2,3
1,2
1,3
1,4
5,1
1,1
2,2
1,0
2,2
0,1
0,2
2,0
4,0
0,1
2,1
1,1
1,1
8,0
1,2
0,1
2,1
2,2
2,0
1,5
1,0
4,2
1,1
1,1
0,1
9,1
1,1
5,0
4,1
1,3
7,2
0,1
0,0
2,1
1,2
4,1
1,1
2,0
1,2
6,18
3,2
1,1
0,1
0,1
1,1
6,1
1,8
0,1
1,1
0,1
2,2
1,0
1,1
1,5
1,0
3,1
0,2
0,1
5,0
2,1
1,0
2,1
3,1
0,0
1,0
0,1
1,0
1,1
1,2
1,1
3,0
6,0
0,0
1,2
1,0
0,0
1,1
0,1
1,0
0,4
2,13
0,2
16,3
1,1
1,1
1,0
0,1
0,0
3,0
1,1
1,5
0,2
0,1
1,2
1,2
1,1
1,3
1,0
1,1
3,0
1,2
1,0
0,0
0,0
1,0
0,1
2,0
0,1
1,1
4,0
3,2
0,2
2,1
1,0
1,2
0,1
0,2
1,1
2,2
0,0
1,4
2,1
3,1
0,2
0,2
7,1
0,3
1,2
0,0
0,5
12,2
0,5
1,1
1,1
0,1
1,2
5,1
1,0
1,4
3,1
0,1
3,1
0,3
1,2
1,1
1,1
0,0
0,3
1,1
1,1
6,9
1,2
1,2
1,1
3,1
0,0
1,3
0,1
1,2
0,3
1,1
1,0
0,1
2,0
4,1
2,1
6,2
7,1
1,2
2,0
1,0
1,1
6,6
2,0
2,2
1,2
1,2
0,1
2,3
2,1
2,5
1,1
0,3
1,4
1,0
1,1
1,1
1,0
4,2
1,0
1,1
1,1
0,2
0,0
1,0
0,0
10,2
2,0
1,3
1,5
4,1
1,3
7,0
1,4
8,0
1,1
0,0
0,1
1,0
0,1
1,0
2,1
2,1
1,4
0,2
2,1
1,0
5,1
0,1
0,1
1,1
1,0
0,3
1,6
5,0
0,2
1,3
0,2
1,1
1,4
2,1
1,7
1,1
1,3
2,1
1,2
1,3
1,4
1,2
1,2
8,0
0,7
2,0
1,2
2,1
1,2
1,1
1,5
0,1
0,1
10,2
1,2
1,0
4,1
1,0
2,1
2,1
1,1
1,1
1,7
4,3
1,2
3,1
1,0
1,1
3,1
2,0
0,3
0,0
2,1
1,1
1,0
1,7
1,4
3,0
0,0
1,1
0,5
1,1
2,2
1,1
1,2
0,0
1,0
3,0
0,2
1,0
2,4
0,2
3,3
1,1
3,0
1,1
3,2
1,1
1,1
1,2
3,1
1,3
1,1
1,5
1,1
1,5
1,1
1,2
0,2
2,3
2,1
4,3
13,0
0,0
0,2
4,1
1,1
2,1
1,2
1,1
1,1
1,1
1,2
0,0
1,1
0,0
0,0
1,1
1,1
1,1
2,3
2,2
1,2
1,3
0,9
2,5
6,0
1,1
2,0
2,1
1,4
1,3
7,2
1,2
2,1
11,1
0,0
0,1
0,1
1,3
0,0
0,1
1,1
1,0
1,2
1,1
0,6
1,3
1,7
1,4
0,3
1,1
1,1
2,1
0,3
1,1
0,0
0,1
2,1
0,1
1,2
2,0
0,2
6,1
5,1
1,1
1,1
2,1
1,2
2,4
3,0
2,3
5,0
0,0
3,3
0,0
4,1
0,1
1,1
1,2
1,1
4,2
1,1
0,0
2,1
2,1
0,5
0,2
1,0
1,4
1,0
2,0
1,1
0,0
7,1
6,2
1,5
1,0
2,2
1,1
0,0
1,3
2,1
0,1
0,2
1,1
3,1
2,1
2,0
4,1
2,3
1,1
5,0
6,1
1,2
1,2
0,0
0,0
0,0
1,1
10,0
1,2
1,1
2,4
4,1
6,4
0,3
2,0
2,0
0,2
2,0
1,1
1,1
2,1
1,5
1,13
1,1
1,1
0,1
3,1
1,1
12,2
0,1
0,1
2,2
5,3
1,1
1,0
0,1
2,2
8,2
1,0
0,0
1,2
3,1
1,10
0,2
1,1
0,2
2,0
0,2
7,1
1,0
1,1
1,0
2,3
0,1
1,0
0,3
1,1
1,2
0,4
1,1
1,1
2,2
1,1
2,0
1,3
6,2
1,3
0,2
1,3
4,0
0,1
1,0
3,12
1,2
0,2
0,0
1,0
0,2
0,0
1,1
0,0
0,0
2,1
1,1
0,2
0,1
5,1
0,3
0,1
0,1
1,2
2,1
1,1
0,1
1,0
1,0
0,0
5,2
1,1
0,0
1,2
1,1
1,3
0,2
0,0
0,0
2,0
1,1
2,0
2,0
1,0
1,2
1,0
1,1
2,1
1,2
1,2
1,0
1,2
0,2
0,0
1,2
1,1
2,2
1,3
1,1
2,1
2,1
1,1
0,1
1,2
1,0
1,0
3,3
4,1
3,1
7,1
2,0
1,1
0,1
1,0
4,0
0,0
1,0
2,0
4,3
2,1
2,2
1,0
0,3
3,2
3,0
1,1
7,1
3,0
2,1
0,0
2,0
1,2
3,3
1,0
2,1
1,2
0,0
1,2
1,1
1,1
2,5
7,2
1,0
1,3
1,0
0,1
0,4
7,2
1,2
0,2
0,2
1,0
4,1
0,4
0,2
3,2
0,5
1,1
0,1
1,1
2,1
1,1
1,1
0,1
1,0
0,1
0,1
0,4
0,2
1,0
0,4
0,0
3,1
3,1
0,1
1,1
2,2
0,1
2,1
0,2
1,1
1,3
1,0
0,0
0,1
1,2
1,0
0,1
0,3
1,1
1,1
0,7
2,2
2,1
0,0
1,1
7,3
1,1
0,2
5,0
7,0
1,3
3,0
1,1
1,2
1,1
1,1
1,3
0,1
0,0
0,11
2,0
1,1
1,1
1,0
3,0
1,5
1,3
1,2
1,5
1,2
0,1
0,2
5,2
2,1
1,1
5,2
1,1
0,1
2,0
1,2
2,2
1,6
0,1
2,1
3,2
0,1
0,4
5,0
0,1
0,1
1,0
2,2
2,0
0,1
2,0
3,3
7,1
0,1
1,1
0,4
1,1
0,1
2,1
0,1
0,1
6,1
1,2
0,1
1,1
1,2
0,1
0,1
2,2
3,1
1,0
1,2
2,2
0,0
1,1
0,1
2,3
2,1
1,1
1,3
1,0
0,2
0,5
1,0
2,1
2,1
0,2
3,1
5,1
1,1
3,4
1,0
3,1
2,1
1,1
2,1
0,1
4,1
1,1
1,8
0,3
0,2
2,1
3,2
0,1
10,1
1,1
1,1
3,0
4,1
1,0
1,1
1,10
2,2
1,1
1,1
0,2
0,1
1,1
2,1
3,1
1,0
1,1
1,1
1,1
0,0
0,2
0,0
1,3
1,1
0,1
1,0
1,0
0,1
0,0
0,0
2,1
2,0
0,1
6,1
0,4
0,1
1,0
4,0
4,1
4,0
1,1
1,1
2,3
1,0
1,1
1,1
4,8
1,3
1,1
0,0
0,1
3,2
2,1
1,2
0,0
2,0
1,1
1,1
2,2
0,0
1,1
3,1
1,2
0,0
1,0
1,4
0,1
1,1
2,6
1,0
1,4
5,0
2,1
0,3
2,0
1,0
1,0
2,6
0,1
4,2
1,1
2,1
1,1
1,1
1,2
1,5
1,2
0,1
1,3
0,1
0,2
0,4
1,1
0,1
9,1
0,0
0,0
0,2
0,0
0,4
1,1
3,4
5,4
0,1
5,1
7,2
1,0
1,2
2,5
1,0
1,1
2,0
1,2
0,two
1,1
1,2
1,0
0,0
3,0
4,1
3,0
0,0
1,0
1,1
0,6
1,5
1,3
0,1
8,2
0,0
0,2
2,0
0,0
1,1
2,3
1,1
0,2
3,1
1,0
1,2
0,3
0,1
1,1
1,1
2,1
2,1
3,0
6,1
2,3
1,1
3,1
1,5
0,5
3,1
1,3
1,9
1,3
12,0
0,3
2,1
2,1
1,1
1,1
4,0
15,3
1,9
0,0
1,1
2,4
0,1
2,0
1,7
11,1
2,1
0,3
0,0
3,0
1,0
1,13
2,3
2,0
1,2
1,2
2,0
2,1
0,3
1,2
1,3
0,4
1,1
1,3
2,1
0,0
0,0
1,1
1,1
1,5
3,1
0,0
1,1
2,4
6,2
1,1
1,8
0,3
3,0
4,1
0,1
1,0
0,0
1,0
1,0
1,8
0,3
1,1
0,2
0,8
0,1
5,1
1,2
1,2
1,1
1,3
0,0
2,1
5,9
0,1
4,1
1,1
1,1
2,0
1,1
2,2
1,1
1,0
0,7
0,2
7,1
1,2
1,1
4,1
0,3
1,0
2,1
1,0
1,1
1,0
0,3
2,8
0,1
3,1
1,1
0,1
2,1
1,2
1,1
1,1
3,1
1,0
1,5
1,1
15,1
1,1
0,1
0,4
1,1
0,4
1,1
1,0
1,0
0,0
4,0
0,0
1,1
1,2
0,0
2,0
1,3
1,2
3,5
1,1
2,0
1,0
4,0
2,8
2,4
0,0
1,1
1,1
2,0
0,2
1,1
2,3
7,1
0,0
2,1
1,1
3,1
0,1
0,1
1,1
0,1
1,2
3,1
1,1
0,0
0,2
0,2
2,8
0,3
1,1
1,0
1,1
2,1
0,1
1,2
1,0
1,1
2,0
4,1
2,2
0,3
1,0
1,1
1,2
2,5
2,0
1,2
1,1
6,1
1,1
1,1
1,2
0,0
0,0
1,9
1,3
1,4
1,2
2,3
1,1
1,1
2,0
1,1
1,0
5,5
4,2
7,1
1,4
1,0
2,1
2,0
1,4
0,0
2,1
0,0
0,1
2,1
5,1
1,2
0,6
1,1
2,0
0,0
1,1
2,1
2,3
11,0
3,1
2,0
1,1
0,1
0,3
3,2
1,0
6,1
1,1
1,1
2,1
0,0
1,1
1,4
0,0
1,1
2,2
0,1
0,1
7,1
2,0
0,1
1,1
2,0
0,0
0,1
2,1
3,1
1,1
1,0
1,1
0,1
1,0
0,1
1,2
3,5
0,2
1,1
6,0
0,0
4,1
1,6
2,2
1,2
0,9
1,1
1,0
1,0
0,1
1,3
1,1
1,2
2,1
1,1
2,2
0,1
1,0
0,3
0,0
2,1
2,0
2,1
0,1
1,1
3,0
2,0
1,0
2,2
2,0
3,1
0,1
0,6
1,2
2,0
1,0
0,0
1,0
1,0
1,0
0,0
1,2
1,2
1,1
2,1
6,1
3,1
2,0
1,0
0,0
0,1
3,1
2,1
1,2
0,1
0,3
1,1
8,5
2,1
1,0
4,2
8,2
1,1
3,3
1,3
1,0
5,6
1,4
3,7
6,1
3,2
1,4
0,0
3,2
5,6
1,0
0,1
1,1
1,3
5,1
1,2
0,5
0,0
0,0
2,1
0,1
6,1
0,0
1,0
0,1
1,2
9,2
0,3
2,1
0,1
0,1
4,2
0,4
0,0
1,1
1,1
1,0
1,2
3,1
1,3
1,1
0,1
4,0
5,1
2,0
0,2
1,1
0,1
0,1
1,17
0,1
1,2
9,1
1,1
2,0
3,0
1,1
0,7
3,4
0,1
1,0
1,2
2,1
6,1
2,0
1,2
5,2
1,2
1,2
4,3
1,1
1,0
4,1
4,0
5,0
2,2
0,3
0,1
1,1
3,1
3,1
0,6
3,1
4,1
5,1
1,4
18,0
1,0
1,0
4,1
1,2
1,3
1,2
5,1
1,1
1,1
1,2
1,1
1,3
0,16
0,13
1,2
1,3
1,3
3,1
4,1
1,1
1,2
1,4
6,0
2,0
2,0
3,3
0,5
1,25
0,1
1,0
0,1
1,2
0,2
2,0
1,0
15,0
14,0
3,7
2,0
1,1
4,1
0,2
1,12
2,1
0,1
0,3
1,4
0,1
5,1
1,1
3,0
2,1
0,1
0,5
2,1
4,2
8,0
1,0
2,2
1,1
1,0
1,1
1,0
0,1
6,2
1,1
0,0
1,1
0,1
1,0
2,0
6,3
1,1
0,2
2,1
3,1
1,4
7,0
2,14
2,0
0,3
8,2
1,0
1,0
